datetime,rel_humidity,air_temp,wind_speed,solar_rad_J_m2,HI_IMD,heat_hazard_score,heat_hazard_class
2026-05-09 07:00:00,77.12,28.21,2.96,310947.4264705882,32.16,8.64,Normal / Safe
2026-05-09 08:00:00,66.3,29.81,3.12,1014638.1558823528,33.75,15.0,Normal / Safe
2026-05-09 09:00:00,55.8,31.57,3.42,1739327.1352941173,34.97,19.88,Normal / Safe
2026-05-09 10:00:00,48.71,32.97,3.7,2496293.0117647056,35.87,23.48,Caution
2026-05-09 11:00:00,44.53,33.95,3.88,3023898.1058823527,36.57,26.28,Caution
2026-05-09 12:00:00,42.19,34.51,3.94,3317099.388235294,36.95,27.8,Caution
2026-05-09 13:00:00,41.19,34.74,4.03,3436107.5764705883,37.09,28.36,Caution
2026-05-09 14:00:00,41.22,34.6,4.18,3164544.2117647054,36.83,27.32,Caution
2026-05-09 15:00:00,42.36,34.11,4.4,2794502.282352941,36.26,25.04,Caution
2026-05-09 16:00:00,45.02,33.23,4.65,2108542.635294117,35.37,21.48,Caution
2026-05-09 17:00:00,50.04,31.9,4.82,1266184.094117647,34.19,16.76,Normal / Safe
2026-05-09 18:00:00,58.44,30.2,4.76,511010.8,32.9,11.6,Normal / Safe
2026-05-09 19:00:00,67.64,28.89,4.7,71513.22352941176,32.07,8.28,Normal / Safe
2026-05-09 20:00:00,74.18,28.19,4.78,0.0,31.65,6.6,Normal / Safe
2026-05-09 21:00:00,78.11,27.83,4.59,0.0,31.41,5.64,Normal / Safe
2026-05-09 22:00:00,80.67,27.54,4.2,0.0,31.06,4.24,Normal / Safe
2026-05-09 23:00:00,82.25,27.31,3.73,0.0,30.7,2.8,Normal / Safe
2026-05-10 00:00:00,83.42,27.07,3.29,0.0,30.24,0.96,Normal / Safe
2026-05-10 01:00:00,84.45,26.84,2.98,0.0,29.78,0.0,Normal / Safe
2026-05-10 02:00:00,85.45,26.62,2.82,0.0,29.32,0.0,Normal / Safe
2026-05-10 03:00:00,86.35,26.41,2.52,0.0,28.87,0.0,Normal / Safe
2026-05-10 04:00:00,87.28,26.21,2.19,0.0,28.44,0.0,Normal / Safe
2026-05-10 05:00:00,88.0,26.03,1.96,0.0,28.04,0.0,Normal / Safe
2026-05-10 06:00:00,83.23,26.95,2.48,7426.823529411765,29.93,0.0,Normal / Safe
2026-05-10 07:00:00,76.17,28.22,2.74,343137.8617647058,32.03,8.12,Normal / Safe
2026-05-10 08:00:00,68.8,29.57,2.62,1058408.5735294116,33.76,15.04,Normal / Safe
2026-05-10 09:00:00,61.61,31.0,2.76,1737674.717647059,35.25,21.0,Caution
2026-05-10 10:00:00,55.64,32.27,3.05,2344724.188235294,36.39,25.56,Caution
2026-05-10 11:00:00,51.04,33.25,3.4,2999531.2470588232,37.11,28.44,Caution
2026-05-10 12:00:00,48.08,33.84,3.77,3237540.94117647,37.43,29.72,Caution
2026-05-10 13:00:00,46.48,34.08,4.06,3125929.435294118,37.42,29.68,Caution
2026-05-10 14:00:00,46.02,33.99,4.31,2636560.870588235,37.1,28.4,Caution
2026-05-10 15:00:00,47.24,33.43,4.64,2638868.823529412,36.35,25.4,Caution
2026-05-10 16:00:00,50.27,32.47,4.94,1970947.6705882356,35.32,21.28,Caution
2026-05-10 17:00:00,55.38,31.16,5.09,1139317.7411764704,34.06,16.24,Normal / Safe
2026-05-10 18:00:00,62.89,29.63,4.97,522700.5647058823,32.68,10.72,Normal / Safe
2026-05-10 19:00:00,69.97,28.59,4.77,72873.9294117647,31.85,7.4,Normal / Safe
2026-05-10 20:00:00,74.26,28.13,4.52,0.0,31.53,6.12,Normal / Safe
2026-05-10 21:00:00,76.91,27.85,4.14,0.0,31.29,5.16,Normal / Safe
2026-05-10 22:00:00,78.96,27.59,3.81,0.0,30.96,3.84,Normal / Safe
2026-05-10 23:00:00,80.65,27.33,3.58,0.0,30.56,2.24,Normal / Safe
2026-05-11 00:00:00,81.86,27.1,3.41,0.0,30.15,0.6,Normal / Safe
2026-05-11 01:00:00,82.23,27.01,3.37,0.0,29.98,0.0,Normal / Safe
2026-05-11 02:00:00,82.67,26.94,3.06,0.0,29.85,0.0,Normal / Safe
2026-05-11 03:00:00,83.39,26.79,2.61,0.0,29.56,0.0,Normal / Safe
2026-05-11 04:00:00,84.2,26.63,2.16,0.0,29.25,0.0,Normal / Safe
2026-05-11 05:00:00,85.0,26.47,1.8,0.0,28.93,0.0,Normal / Safe
2026-05-11 06:00:00,80.89,27.29,2.32,7426.541176470588,30.49,1.96,Normal / Safe
2026-05-11 07:00:00,74.27,28.45,2.61,321450.8588235294,32.25,9.0,Normal / Safe
2026-05-11 08:00:00,67.72,29.75,2.46,1002454.9529411764,33.93,15.72,Normal / Safe
2026-05-11 09:00:00,61.46,31.11,2.38,1572983.482352941,35.46,21.84,Caution
2026-05-11 10:00:00,55.91,32.37,2.48,2144541.235294117,36.69,26.76,Caution
2026-05-11 11:00:00,51.5,33.42,2.8,2806747.682352941,37.62,30.48,Caution
2026-05-11 12:00:00,48.77,34.1,3.2,3028603.0588235287,38.2,32.8,Caution
2026-05-11 13:00:00,47.52,34.37,3.57,3362464.282352941,38.36,33.44,Caution
2026-05-11 14:00:00,47.73,34.21,3.87,2708536.117647059,38.09,32.36,Caution
2026-05-11 15:00:00,49.28,33.65,4.14,2530643.3411764703,37.41,29.64,Caution
2026-05-11 16:00:00,52.18,32.78,4.37,1949233.5294117648,36.47,25.88,Caution
2026-05-11 17:00:00,57.04,31.58,4.57,1288707.9294117645,35.31,21.24,Caution
2026-05-11 18:00:00,63.75,30.21,4.63,395752.3529411765,34.05,16.2,Normal / Safe
2026-05-11 19:00:00,70.27,29.2,4.65,78383.2,33.22,12.88,Normal / Safe
2026-05-11 20:00:00,74.52,28.66,4.52,0.0,32.78,11.12,Normal / Safe
2026-05-11 21:00:00,77.09,28.36,4.17,0.0,32.51,10.04,Normal / Safe
2026-05-11 22:00:00,78.89,28.15,3.79,0.0,32.3,9.2,Normal / Safe
2026-05-11 23:00:00,80.22,27.93,3.46,0.0,31.96,7.84,Normal / Safe
2026-05-12 00:00:00,81.52,27.67,3.08,0.0,31.49,5.96,Normal / Safe
2026-05-12 01:00:00,82.8,27.41,2.75,0.0,31.01,4.04,Normal / Safe
2026-05-12 02:00:00,83.67,27.23,2.5,0.0,30.66,2.64,Normal / Safe
2026-05-12 03:00:00,84.16,27.11,2.34,0.0,30.41,1.64,Normal / Safe
2026-05-12 04:00:00,84.12,27.05,2.07,0.0,30.26,1.04,Normal / Safe
2026-05-12 05:00:00,84.14,26.99,1.71,0.0,30.11,0.44,Normal / Safe
2026-05-12 06:00:00,80.27,27.67,2.1,7771.905882352941,31.33,5.32,Normal / Safe
2026-05-12 07:00:00,73.17,28.84,2.25,324953.944117647,32.96,11.84,Normal / Safe
2026-05-12 08:00:00,66.29,30.2,2.2,986601.0264705884,34.62,18.48,Normal / Safe
2026-05-12 09:00:00,60.15,31.46,2.34,1563046.1235294116,35.89,23.56,Caution
2026-05-12 10:00:00,54.72,32.74,2.81,2203540.176470588,37.14,28.56,Caution
2026-05-12 11:00:00,51.03,33.7,3.41,2856310.905882353,38.08,32.32,Caution
2026-05-12 12:00:00,49.15,34.25,3.93,3236803.4470588234,38.65,34.6,Caution
2026-05-12 13:00:00,48.72,34.39,4.33,3020625.388235294,38.81,35.24,Caution
2026-05-12 14:00:00,49.24,34.18,4.6,3191505.788235294,38.53,34.12,Caution
2026-05-12 15:00:00,51.16,33.57,4.77,2813313.5294117643,37.84,31.36,Caution
2026-05-12 16:00:00,55.02,32.5,4.88,2121692.0470588235,36.71,26.84,Caution
2026-05-12 17:00:00,60.24,31.28,4.93,1308122.7529411763,35.51,22.04,Caution
2026-05-12 18:00:00,66.87,29.92,4.77,643395.9294117646,34.12,16.48,Normal / Safe
2026-05-12 19:00:00,72.54,28.99,4.53,83756.04705882352,33.19,12.76,Normal / Safe
2026-05-12 20:00:00,75.75,28.57,4.28,0.0,32.79,11.16,Normal / Safe
2026-05-12 21:00:00,77.45,28.38,4.05,0.0,32.62,10.48,Normal / Safe
2026-05-12 22:00:00,78.73,28.22,3.82,0.0,32.44,9.76,Normal / Safe
2026-05-12 23:00:00,79.96,28.03,3.61,0.0,32.17,8.68,Normal / Safe
