system:index,date,datetime_UTC,latitude,longitude,radius_km,solar_radiation_J_m2,solar_radiation_kWh_m2,time_UTC,.geo
20260301T00,2026-03-01,2026-03-01 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T01,2026-03-01,2026-03-01 01:00,20.249102,85.800575,5,19288.90882352941,0.00535803022875817,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T02,2026-03-01,2026-03-01 02:00,20.249102,85.800575,5,475604.66176470584,0.1321124060457516,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T03,2026-03-01,2026-03-01 03:00,20.249102,85.800575,5,1285734.1352941175,0.35714837091503265,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T04,2026-03-01,2026-03-01 04:00,20.249102,85.800575,5,2073459.4352941173,0.5759609542483659,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T05,2026-03-01,2026-03-01 05:00,20.249102,85.800575,5,2703850.4117647056,0.7510695588235293,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T06,2026-03-01,2026-03-01 06:00,20.249102,85.800575,5,3104188.6588235293,0.8622746274509804,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T07,2026-03-01,2026-03-01 07:00,20.249102,85.800575,5,3214551.294117647,0.8929309150326797,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T08,2026-03-01,2026-03-01 08:00,20.249102,85.800575,5,3097497.176470588,0.8604158823529411,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T09,2026-03-01,2026-03-01 09:00,20.249102,85.800575,5,2756996.9176470586,0.7658324771241829,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T10,2026-03-01,2026-03-01 10:00,20.249102,85.800575,5,1892076.6352941173,0.5255768431372548,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T11,2026-03-01,2026-03-01 11:00,20.249102,85.800575,5,856903.5294117646,0.2380287581699346,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T12,2026-03-01,2026-03-01 12:00,20.249102,85.800575,5,401801.9764705882,0.11161166013071894,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T13,2026-03-01,2026-03-01 13:00,20.249102,85.800575,5,11956.282352941176,0.00332118954248366,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T14,2026-03-01,2026-03-01 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T15,2026-03-01,2026-03-01 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T16,2026-03-01,2026-03-01 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T17,2026-03-01,2026-03-01 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T18,2026-03-01,2026-03-01 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T19,2026-03-01,2026-03-01 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T20,2026-03-01,2026-03-01 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T21,2026-03-01,2026-03-01 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T22,2026-03-01,2026-03-01 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260301T23,2026-03-01,2026-03-01 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T00,2026-03-02,2026-03-02 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T01,2026-03-02,2026-03-02 01:00,20.249102,85.800575,5,16938.729411764703,0.004705202614379084,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T02,2026-03-02,2026-03-02 02:00,20.249102,85.800575,5,298756.3764705882,0.08298788235294118,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T03,2026-03-02,2026-03-02 03:00,20.249102,85.800575,5,1119772.8117647057,0.3110480032679738,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T04,2026-03-02,2026-03-02 04:00,20.249102,85.800575,5,1691947.0705882348,0.4699852973856208,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T05,2026-03-02,2026-03-02 05:00,20.249102,85.800575,5,2486334.564705882,0.6906484901960784,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T06,2026-03-02,2026-03-02 06:00,20.249102,85.800575,5,3052236.4705882347,0.8478434640522874,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T07,2026-03-02,2026-03-02 07:00,20.249102,85.800575,5,3179957.6941176467,0.8833215816993463,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T08,2026-03-02,2026-03-02 08:00,20.249102,85.800575,5,3049951.2705882355,0.8472086862745098,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T09,2026-03-02,2026-03-02 09:00,20.249102,85.800575,5,2617900.7529411763,0.7271946535947712,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T10,2026-03-02,2026-03-02 10:00,20.249102,85.800575,5,2001002.9176470586,0.5558341437908496,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T11,2026-03-02,2026-03-02 11:00,20.249102,85.800575,5,1262625.9529411765,0.350729431372549,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T12,2026-03-02,2026-03-02 12:00,20.249102,85.800575,5,466379.31764705875,0.12954981045751632,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T13,2026-03-02,2026-03-02 13:00,20.249102,85.800575,5,17269.882352941175,0.00479718954248366,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T14,2026-03-02,2026-03-02 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T15,2026-03-02,2026-03-02 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T16,2026-03-02,2026-03-02 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T17,2026-03-02,2026-03-02 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T18,2026-03-02,2026-03-02 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T19,2026-03-02,2026-03-02 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T20,2026-03-02,2026-03-02 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T21,2026-03-02,2026-03-02 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T22,2026-03-02,2026-03-02 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260302T23,2026-03-02,2026-03-02 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T00,2026-03-03,2026-03-03 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T01,2026-03-03,2026-03-03 01:00,20.249102,85.800575,5,23175.438235294117,0.006437621732026144,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T02,2026-03-03,2026-03-03 02:00,20.249102,85.800575,5,501933.20294117637,0.13942588970588232,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T03,2026-03-03,2026-03-03 03:00,20.249102,85.800575,5,1324966.6058823527,0.36804627941176465,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T04,2026-03-03,2026-03-03 04:00,20.249102,85.800575,5,2135628.4117647056,0.5932301143790849,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T05,2026-03-03,2026-03-03 05:00,20.249102,85.800575,5,2779131.588235294,0.7719809967320261,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T06,2026-03-03,2026-03-03 06:00,20.249102,85.800575,5,3194607.2470588232,0.8873909019607842,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T07,2026-03-03,2026-03-03 07:00,20.249102,85.800575,5,3348093.4823529413,0.9300259673202614,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T08,2026-03-03,2026-03-03 08:00,20.249102,85.800575,5,3202761.7411764706,0.8896560392156863,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T09,2026-03-03,2026-03-03 09:00,20.249102,85.800575,5,2784121.4117647056,0.7733670588235293,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T10,2026-03-03,2026-03-03 10:00,20.249102,85.800575,5,2133259.9294117643,0.5925722026143789,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T11,2026-03-03,2026-03-03 11:00,20.249102,85.800575,5,1321514.5647058822,0.3670873790849673,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T12,2026-03-03,2026-03-03 12:00,20.249102,85.800575,5,490008.16470588226,0.1361133790849673,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T13,2026-03-03,2026-03-03 13:00,20.249102,85.800575,5,19069.88235294117,0.005297189542483659,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T14,2026-03-03,2026-03-03 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T15,2026-03-03,2026-03-03 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T16,2026-03-03,2026-03-03 16:00,20.249102,85.800575,5,0.0,0.0,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T17,2026-03-03,2026-03-03 17:00,20.249102,85.800575,5,0.0,0.0,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T18,2026-03-03,2026-03-03 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T19,2026-03-03,2026-03-03 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T20,2026-03-03,2026-03-03 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T21,2026-03-03,2026-03-03 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T22,2026-03-03,2026-03-03 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260303T23,2026-03-03,2026-03-03 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T00,2026-03-04,2026-03-04 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T01,2026-03-04,2026-03-04 01:00,20.249102,85.800575,5,25681.13235294117,0.007133647875816992,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T02,2026-03-04,2026-03-04 02:00,20.249102,85.800575,5,503555.68529411766,0.13987657924836602,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T03,2026-03-04,2026-03-04 03:00,20.249102,85.800575,5,1309908.8411764705,0.363863566993464,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T04,2026-03-04,2026-03-04 04:00,20.249102,85.800575,5,2138862.0941176466,0.5941283594771241,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T05,2026-03-04,2026-03-04 05:00,20.249102,85.800575,5,2795904.717647059,0.7766401993464053,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T06,2026-03-04,2026-03-04 06:00,20.249102,85.800575,5,3201515.176470588,0.88930977124183,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T07,2026-03-04,2026-03-04 07:00,20.249102,85.800575,5,3350528.9176470586,0.930702477124183,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T08,2026-03-04,2026-03-04 08:00,20.249102,85.800575,5,3204250.0235294113,0.890069450980392,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T09,2026-03-04,2026-03-04 09:00,20.249102,85.800575,5,2784630.258823529,0.7735084052287581,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T10,2026-03-04,2026-03-04 10:00,20.249102,85.800575,5,2134011.1058823527,0.592780862745098,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T11,2026-03-04,2026-03-04 11:00,20.249102,85.800575,5,1323317.1294117647,0.367588091503268,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T12,2026-03-04,2026-03-04 12:00,20.249102,85.800575,5,492382.28235294117,0.13677285620915033,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T13,2026-03-04,2026-03-04 13:00,20.249102,85.800575,5,19829.01176470588,0.005508058823529411,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T14,2026-03-04,2026-03-04 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T15,2026-03-04,2026-03-04 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T16,2026-03-04,2026-03-04 16:00,20.249102,85.800575,5,0.4999847412109375,1.3888465033637152E-7,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T17,2026-03-04,2026-03-04 17:00,20.249102,85.800575,5,-0.4882659912109375,-1.356294420030382E-7,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T18,2026-03-04,2026-03-04 18:00,20.249102,85.800575,5,0.0,0.0,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T19,2026-03-04,2026-03-04 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T20,2026-03-04,2026-03-04 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T21,2026-03-04,2026-03-04 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T22,2026-03-04,2026-03-04 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260304T23,2026-03-04,2026-03-04 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T00,2026-03-05,2026-03-05 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T01,2026-03-05,2026-03-05 01:00,20.249102,85.800575,5,27369.41176470588,0.007602614379084967,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T02,2026-03-05,2026-03-05 02:00,20.249102,85.800575,5,512312.42352941167,0.1423090065359477,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T03,2026-03-05,2026-03-05 03:00,20.249102,85.800575,5,1318038.0352941174,0.3661216764705882,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T04,2026-03-05,2026-03-05 04:00,20.249102,85.800575,5,2152376.9411764704,0.5978824836601306,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T05,2026-03-05,2026-03-05 05:00,20.249102,85.800575,5,2801431.2588235294,0.7781753496732026,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T06,2026-03-05,2026-03-05 06:00,20.249102,85.800575,5,3229345.4588235286,0.8970404052287579,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T07,2026-03-05,2026-03-05 07:00,20.249102,85.800575,5,3368774.894117647,0.9357708039215685,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T08,2026-03-05,2026-03-05 08:00,20.249102,85.800575,5,3218421.8117647055,0.8940060588235293,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T09,2026-03-05,2026-03-05 09:00,20.249102,85.800575,5,2790986.6588235293,0.7752740718954247,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T10,2026-03-05,2026-03-05 10:00,20.249102,85.800575,5,2137618.682352941,0.5937829673202614,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T11,2026-03-05,2026-03-05 11:00,20.249102,85.800575,5,1328474.0235294118,0.36902056209150325,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T12,2026-03-05,2026-03-05 12:00,20.249102,85.800575,5,494889.2705882353,0.13746924183006537,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T13,2026-03-05,2026-03-05 13:00,20.249102,85.800575,5,20461.55294117647,0.005683764705882353,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T14,2026-03-05,2026-03-05 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T15,2026-03-05,2026-03-05 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T16,2026-03-05,2026-03-05 16:00,20.249102,85.800575,5,0.5,1.3888888888888888E-7,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T17,2026-03-05,2026-03-05 17:00,20.249102,85.800575,5,0.3984375,1.1067708333333333E-7,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T18,2026-03-05,2026-03-05 18:00,20.249102,85.800575,5,-0.46875,-1.3020833333333334E-7,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T19,2026-03-05,2026-03-05 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T20,2026-03-05,2026-03-05 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T21,2026-03-05,2026-03-05 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T22,2026-03-05,2026-03-05 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260305T23,2026-03-05,2026-03-05 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T00,2026-03-06,2026-03-06 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T01,2026-03-06,2026-03-06 01:00,20.249102,85.800575,5,24691.25,0.006858680555555555,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T02,2026-03-06,2026-03-06 02:00,20.249102,85.800575,5,341727.34411764704,0.09492426225490196,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T03,2026-03-06,2026-03-06 03:00,20.249102,85.800575,5,1003403.488235294,0.27872319117647054,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T04,2026-03-06,2026-03-06 04:00,20.249102,85.800575,5,1845477.3999999997,0.512632611111111,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T05,2026-03-06,2026-03-06 05:00,20.249102,85.800575,5,2534729.1294117644,0.7040914248366013,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T06,2026-03-06,2026-03-06 06:00,20.249102,85.800575,5,3055591.670588235,0.8487754640522874,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T07,2026-03-06,2026-03-06 07:00,20.249102,85.800575,5,3189571.2470588237,0.8859920130718955,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T08,2026-03-06,2026-03-06 08:00,20.249102,85.800575,5,3088302.964705882,0.8578619346405228,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T09,2026-03-06,2026-03-06 09:00,20.249102,85.800575,5,2615347.1999999997,0.7264853333333332,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T10,2026-03-06,2026-03-06 10:00,20.249102,85.800575,5,1924911.364705882,0.5346976013071895,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T11,2026-03-06,2026-03-06 11:00,20.249102,85.800575,5,1197945.6470588234,0.33276267973856205,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T12,2026-03-06,2026-03-06 12:00,20.249102,85.800575,5,392404.82352941175,0.10900133986928104,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T13,2026-03-06,2026-03-06 13:00,20.249102,85.800575,5,17386.447058823527,0.004829568627450979,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T14,2026-03-06,2026-03-06 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T15,2026-03-06,2026-03-06 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T16,2026-03-06,2026-03-06 16:00,20.249102,85.800575,5,0.22265625,6.184895833333333E-8,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T17,2026-03-06,2026-03-06 17:00,20.249102,85.800575,5,-0.8829503676470587,-2.452639910130719E-7,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T18,2026-03-06,2026-03-06 18:00,20.249102,85.800575,5,0.6602941176470587,1.8341503267973853E-7,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T19,2026-03-06,2026-03-06 19:00,20.249102,85.800575,5,0.0,0.0,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T20,2026-03-06,2026-03-06 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T21,2026-03-06,2026-03-06 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T22,2026-03-06,2026-03-06 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260306T23,2026-03-06,2026-03-06 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T00,2026-03-07,2026-03-07 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T01,2026-03-07,2026-03-07 01:00,20.249102,85.800575,5,18533.84411764706,0.005148290032679739,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T02,2026-03-07,2026-03-07 02:00,20.249102,85.800575,5,275554.1264705882,0.07654281290849672,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T03,2026-03-07,2026-03-07 03:00,20.249102,85.800575,5,894674.0176470586,0.24852056045751628,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T04,2026-03-07,2026-03-07 04:00,20.249102,85.800575,5,1519999.8235294116,0.42222217320261435,04:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T05,2026-03-07,2026-03-07 05:00,20.249102,85.800575,5,2290875.5999999996,0.6363543333333332,05:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T06,2026-03-07,2026-03-07 06:00,20.249102,85.800575,5,2731417.576470588,0.7587271045751633,06:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T07,2026-03-07,2026-03-07 07:00,20.249102,85.800575,5,2635629.1294117644,0.732119202614379,07:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T08,2026-03-07,2026-03-07 08:00,20.249102,85.800575,5,2140801.435294118,0.5946670653594771,08:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T09,2026-03-07,2026-03-07 09:00,20.249102,85.800575,5,1531938.0470588233,0.4255383464052287,09:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T10,2026-03-07,2026-03-07 10:00,20.249102,85.800575,5,991035.082352941,0.275287522875817,10:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T11,2026-03-07,2026-03-07 11:00,20.249102,85.800575,5,791731.3176470587,0.2199253660130719,11:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T12,2026-03-07,2026-03-07 12:00,20.249102,85.800575,5,299408.61176470586,0.0831690588235294,12:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T13,2026-03-07,2026-03-07 13:00,20.249102,85.800575,5,13320.61176470588,0.003700169934640522,13:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T14,2026-03-07,2026-03-07 14:00,20.249102,85.800575,5,0.0,0.0,14:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T15,2026-03-07,2026-03-07 15:00,20.249102,85.800575,5,0.0,0.0,15:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T16,2026-03-07,2026-03-07 16:00,20.249102,85.800575,5,0.49609375,1.3780381944444445E-7,16:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T17,2026-03-07,2026-03-07 17:00,20.249102,85.800575,5,-0.49609375,-1.3780381944444445E-7,17:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T18,2026-03-07,2026-03-07 18:00,20.249102,85.800575,5,0.1875,5.208333333333333E-8,18:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T19,2026-03-07,2026-03-07 19:00,20.249102,85.800575,5,0.0625,1.736111111111111E-8,19:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T20,2026-03-07,2026-03-07 20:00,20.249102,85.800575,5,0.0,0.0,20:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T21,2026-03-07,2026-03-07 21:00,20.249102,85.800575,5,0.0,0.0,21:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T22,2026-03-07,2026-03-07 22:00,20.249102,85.800575,5,0.0,0.0,22:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260307T23,2026-03-07,2026-03-07 23:00,20.249102,85.800575,5,0.0,0.0,23:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260308T00,2026-03-08,2026-03-08 00:00,20.249102,85.800575,5,0.0,0.0,00:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260308T01,2026-03-08,2026-03-08 01:00,20.249102,85.800575,5,28533.920588235294,0.007926089052287581,01:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260308T02,2026-03-08,2026-03-08 02:00,20.249102,85.800575,5,419013.2676470587,0.1163925743464052,02:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260308T03,2026-03-08,2026-03-08 03:00,20.249102,85.800575,5,1077606.9764705882,0.29933527124183007,03:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
